ver_id,id
186705,2199
566483,2199
205349,2199
244973,2199
300356,2200
554461,2184
234656,2202
369945,2202
410419,2202
259760,2181
557534,2203
260438,2203
464455,2203
198727,2181
421629,2181
439114,2183
359343,2184
432101,2184
432102,2184
421428,2187
410625,2188
451618,2188
426896,2193
427499,2194
405737,2195
442257,2199
459075,2200
441733,2202
422155,2203
284091,2184
436959,2184
253850,2184
281829,2184
437414,2184
267663,2187
262651,2188
408474,2191
270021,2193
537820,2195
236932,2184
236932,2187
236932,2188
338610,2199
417260,2200
574404,2202
479439,2203
581024,2665
486460,2181
268664,2183
269927,2184
290268,2184
299917,2184
467311,2184
273451,2187
263567,2188
290269,2188
291105,2188
358096,2189
365745,2191
284154,2193
275538,2194
384857,2195
294438,2180
294438,2199
294438,2206
300815,2199
311999,2200
406899,2202
292486,2200
292486,2203
171576,2180
86472,2188
74143,2184
74143,2186
74143,2203
74143,2204
100077,2193
337873,2183
547303,2184
241473,2200
264309,2194
92343,2189
211047,2189
458402,2195
63364,2184
63364,2186
63364,2204
133460,2182
133460,2186
133460,2198
133460,2204
192987,2182
192987,2186
192987,2198
192987,2204
69211,2199
94717,2199
380409,2199
217809,2181
350631,2675
350631,2184
350631,2195
350631,2665
274857,2183
274857,2184
274857,2203
71930,2184
583782,2184
257254,2184
478037,2184
271857,2184
467248,2184
531913,2184
331221,2184
336033,2184
600129,2184
390430,2184
454058,2184
407832,2184
481618,2184
596774,2184
514645,2184
589445,2184
92749,2184
151396,2184
324480,2183
324480,2184
300611,2183
300611,2184
300611,2201
440942,2187
71931,2187
107117,2187
372398,2187
445730,2188
22251,2188
375679,2188
400180,2188
185104,2188
371087,2188
148324,2191
99240,2189
99240,2191
99240,2194
99240,2195
93700,2183
93700,2184
93700,2188
93700,2193
93700,2203
296013,2183
296013,2184
296013,2189
547507,2675
547507,2183
547507,2184
547507,2203
294695,2182
294695,2186
294695,2198
294695,2204
420374,2197
420374,2201
420374,2665
552518,2203
329951,2202
476658,2203
447995,2709
434144,2349
516094,2193
441808,2181
321215,2182
337837,2203
324286,2183
312534,2184
551153,2184
321217,2186
332290,2187
313214,2188
315136,2191
555048,2194
342088,2195
472482,2184
582167,2203
321214,2198
314209,2199
377098,2200
327259,2202
321216,2204
313032,2193
130603,2184
259819,2181
70612,2184
231766,2184
92836,2184
162771,2184
593293,2184
401298,2184
150469,2187
99465,2188
532287,2188
197145,2193
441729,2193
498121,2195
537434,2199
311757,2181
534064,2184
544057,2184
288324,2184
332181,2184
359729,2187
570309,2188
282921,2188
600156,2188
357821,2193
522210,2195
328119,2199
372510,2200
366554,2202
317052,2203
546440,2203
440296,2195
403880,2181
508007,2181
454964,2180
456457,2183
371241,2184
399003,2184
420700,2187
398029,2188
445611,2191
419300,2193
555050,2194
583449,2195
580350,2184
398988,2200
551909,2200
474105,2199
472152,2202
405480,2203
580746,2665
259821,2181
455533,2181
574625,2184
159990,2184
159990,2188
203650,2184
203650,2188
294429,2184
294429,2188
228291,2184
228291,2187
228291,2188
592301,2184
592301,2188
592301,2193
549316,2195
226637,2183
226637,2184
226637,2187
226637,2188
334106,2183
334106,2184
334106,2187
334106,2188
297588,2183
297588,2184
297588,2187
297588,2188
190158,2183
190158,2184
190158,2187
190158,2188
431578,2183
431578,2184
431578,2187
431578,2188
261876,2183
261876,2184
261876,2187
261876,2188
350524,2199
460597,2202
236596,2200
236596,2203
441401,2200
441401,2203
567940,2181
525281,2180
428102,2184
588776,2184
433962,2187
433963,2188
594181,2191
433965,2193
483185,2195
433966,2199
566150,2200
473573,2202
433964,2203
545821,2183
544693,2184
551081,2187
537067,2188
567169,2193
550153,2199
583642,2202
20564,2183
185221,2182
42821,2187
186431,2203
24201,2188
30542,2188
25201,2188
24270,2184
24484,2204
92107,2184
92107,2185
92107,2187
92107,2196
92107,2197
92107,2202
25459,2183
25459,2187
92367,2183
92367,2187
76269,2184
173888,2184
283460,2184
92109,2184
27987,2184
27987,2187
30668,2184
30668,2187
65782,2184
65782,2187
21754,2184
21754,2187
22143,2184
22143,2187
32607,2184
32607,2187
32607,2188
